id,Date,Full date,Year,Month
22371,01,2012-04-01,2012,04
22372,02,2012-04-02,2012,04
22373,03,2012-04-03,2012,04
22374,04,2012-04-04,2012,04
22375,05,2012-04-05,2012,04
22376,06,2012-04-06,2012,04
22377,07,2012-04-07,2012,04
22378,08,2012-04-08,2012,04
22379,09,2012-04-09,2012,04
22380,10,2012-04-10,2012,04
22381,11,2012-04-11,2012,04
22382,12,2012-04-12,2012,04
22383,13,2012-04-13,2012,04
22384,14,2012-04-14,2012,04
22385,15,2012-04-15,2012,04
22386,16,2012-04-16,2012,04
22387,17,2012-04-17,2012,04
22388,18,2012-04-18,2012,04
22389,19,2012-04-19,2012,04
22390,20,2012-04-20,2012,04
22391,21,2012-04-21,2012,04
22392,22,2012-04-22,2012,04
22393,23,2012-04-23,2012,04
22394,24,2012-04-24,2012,04
22395,25,2012-04-25,2012,04
22396,26,2012-04-26,2012,04
22397,27,2012-04-27,2012,04
22398,28,2012-04-28,2012,04
22399,29,2012-04-29,2012,04
22400,30,2012-04-30,2012,04
22401,01,2012-05-01,2012,05
22402,02,2012-05-02,2012,05
22403,03,2012-05-03,2012,05
22404,04,2012-05-04,2012,05
22405,05,2012-05-05,2012,05
22406,06,2012-05-06,2012,05
22407,07,2012-05-07,2012,05
22408,08,2012-05-08,2012,05
22409,09,2012-05-09,2012,05
22410,10,2012-05-10,2012,05
22411,11,2012-05-11,2012,05
22412,12,2012-05-12,2012,05
22413,13,2012-05-13,2012,05
22414,14,2012-05-14,2012,05
22415,15,2012-05-15,2012,05
22416,16,2012-05-16,2012,05
22417,17,2012-05-17,2012,05
22418,18,2012-05-18,2012,05
22419,19,2012-05-19,2012,05
22420,20,2012-05-20,2012,05
22421,21,2012-05-21,2012,05
22422,22,2012-05-22,2012,05
22423,23,2012-05-23,2012,05
22424,24,2012-05-24,2012,05
22425,25,2012-05-25,2012,05
22426,26,2012-05-26,2012,05
22427,27,2012-05-27,2012,05
22428,28,2012-05-28,2012,05
22429,29,2012-05-29,2012,05
22430,30,2012-05-30,2012,05
22431,31,2012-05-31,2012,05
22432,01,2012-06-01,2012,06
22433,02,2012-06-02,2012,06
22434,03,2012-06-03,2012,06
22435,04,2012-06-04,2012,06
22436,05,2012-06-05,2012,06
22437,06,2012-06-06,2012,06
22438,07,2012-06-07,2012,06
22439,08,2012-06-08,2012,06
22440,09,2012-06-09,2012,06
22441,10,2012-06-10,2012,06
22442,11,2012-06-11,2012,06
22443,12,2012-06-12,2012,06
22444,13,2012-06-13,2012,06
22445,14,2012-06-14,2012,06
22446,15,2012-06-15,2012,06
22447,16,2012-06-16,2012,06
22448,17,2012-06-17,2012,06
22449,18,2012-06-18,2012,06
22450,19,2012-06-19,2012,06
22451,20,2012-06-20,2012,06
22452,21,2012-06-21,2012,06
22453,22,2012-06-22,2012,06
22454,23,2012-06-23,2012,06
22455,24,2012-06-24,2012,06
22456,25,2012-06-25,2012,06
22457,26,2012-06-26,2012,06
22458,27,2012-06-27,2012,06
22459,28,2012-06-28,2012,06
22460,29,2012-06-29,2012,06
22461,30,2012-06-30,2012,06
22462,01,2012-07-01,2012,07
22463,02,2012-07-02,2012,07
22464,03,2012-07-03,2012,07
22465,04,2012-07-04,2012,07
22466,05,2012-07-05,2012,07
22467,06,2012-07-06,2012,07
22468,07,2012-07-07,2012,07
22469,08,2012-07-08,2012,07
22470,09,2012-07-09,2012,07
22471,10,2012-07-10,2012,07
22472,11,2012-07-11,2012,07
22473,12,2012-07-12,2012,07
22474,13,2012-07-13,2012,07
22475,14,2012-07-14,2012,07
22476,15,2012-07-15,2012,07
22477,16,2012-07-16,2012,07
22478,17,2012-07-17,2012,07
22479,18,2012-07-18,2012,07
22480,19,2012-07-19,2012,07
22481,20,2012-07-20,2012,07
22482,21,2012-07-21,2012,07
22483,22,2012-07-22,2012,07
22484,23,2012-07-23,2012,07
22485,24,2012-07-24,2012,07
22486,25,2012-07-25,2012,07
22487,26,2012-07-26,2012,07
22488,27,2012-07-27,2012,07
22489,28,2012-07-28,2012,07
22490,29,2012-07-29,2012,07
22491,30,2012-07-30,2012,07
22492,31,2012-07-31,2012,07
22493,01,2012-08-01,2012,08
22494,02,2012-08-02,2012,08
22495,03,2012-08-03,2012,08
22496,04,2012-08-04,2012,08
22497,05,2012-08-05,2012,08
22498,06,2012-08-06,2012,08
22499,07,2012-08-07,2012,08
22500,08,2012-08-08,2012,08
22501,09,2012-08-09,2012,08
22502,10,2012-08-10,2012,08
22503,11,2012-08-11,2012,08
22504,12,2012-08-12,2012,08
22505,13,2012-08-13,2012,08
22506,14,2012-08-14,2012,08
22507,15,2012-08-15,2012,08
22508,16,2012-08-16,2012,08
22509,17,2012-08-17,2012,08
22510,18,2012-08-18,2012,08
22511,19,2012-08-19,2012,08
22512,20,2012-08-20,2012,08
22513,21,2012-08-21,2012,08
22514,22,2012-08-22,2012,08
22515,23,2012-08-23,2012,08
22516,24,2012-08-24,2012,08
22517,25,2012-08-25,2012,08
22518,26,2012-08-26,2012,08
22519,27,2012-08-27,2012,08
22520,28,2012-08-28,2012,08
22521,29,2012-08-29,2012,08
22522,30,2012-08-30,2012,08
22523,31,2012-08-31,2012,08
22524,01,2012-09-01,2012,09
22525,02,2012-09-02,2012,09
22526,03,2012-09-03,2012,09
22527,04,2012-09-04,2012,09
22528,05,2012-09-05,2012,09
22529,06,2012-09-06,2012,09
22530,07,2012-09-07,2012,09
22531,08,2012-09-08,2012,09
22532,09,2012-09-09,2012,09
22533,10,2012-09-10,2012,09
22534,11,2012-09-11,2012,09
22535,12,2012-09-12,2012,09
22536,13,2012-09-13,2012,09
22537,14,2012-09-14,2012,09
22538,15,2012-09-15,2012,09
22539,16,2012-09-16,2012,09
22540,17,2012-09-17,2012,09
22541,18,2012-09-18,2012,09
22542,19,2012-09-19,2012,09
22543,20,2012-09-20,2012,09
22544,21,2012-09-21,2012,09
22545,22,2012-09-22,2012,09
22546,23,2012-09-23,2012,09
22547,24,2012-09-24,2012,09
22548,25,2012-09-25,2012,09
22549,26,2012-09-26,2012,09
22550,27,2012-09-27,2012,09
22551,28,2012-09-28,2012,09
22552,29,2012-09-29,2012,09
22553,30,2012-09-30,2012,09
22554,01,2012-10-01,2012,10
22555,02,2012-10-02,2012,10
22556,03,2012-10-03,2012,10
22557,04,2012-10-04,2012,10
22558,05,2012-10-05,2012,10
22559,06,2012-10-06,2012,10
22560,07,2012-10-07,2012,10
22561,08,2012-10-08,2012,10
22562,09,2012-10-09,2012,10
22563,10,2012-10-10,2012,10
22564,11,2012-10-11,2012,10
22565,12,2012-10-12,2012,10
22566,13,2012-10-13,2012,10
22567,14,2012-10-14,2012,10
22568,15,2012-10-15,2012,10
22569,16,2012-10-16,2012,10
22570,17,2012-10-17,2012,10
22571,18,2012-10-18,2012,10
22572,19,2012-10-19,2012,10
22573,20,2012-10-20,2012,10
22574,21,2012-10-21,2012,10
22575,22,2012-10-22,2012,10
22576,23,2012-10-23,2012,10
22577,24,2012-10-24,2012,10
22578,25,2012-10-25,2012,10
22579,26,2012-10-26,2012,10
22580,27,2012-10-27,2012,10
22581,28,2012-10-28,2012,10
22582,29,2012-10-29,2012,10
22583,30,2012-10-30,2012,10
22584,31,2012-10-31,2012,10
22585,01,2012-11-01,2012,11
22586,02,2012-11-02,2012,11
22587,03,2012-11-03,2012,11
22588,04,2012-11-04,2012,11
22589,05,2012-11-05,2012,11
22590,06,2012-11-06,2012,11
22591,07,2012-11-07,2012,11
22592,08,2012-11-08,2012,11
22593,09,2012-11-09,2012,11
22594,10,2012-11-10,2012,11
22595,11,2012-11-11,2012,11
22596,12,2012-11-12,2012,11
22597,13,2012-11-13,2012,11
22598,14,2012-11-14,2012,11
22599,15,2012-11-15,2012,11
22600,16,2012-11-16,2012,11
22601,17,2012-11-17,2012,11
22602,18,2012-11-18,2012,11
22603,19,2012-11-19,2012,11
22604,20,2012-11-20,2012,11
22605,21,2012-11-21,2012,11
22606,22,2012-11-22,2012,11
22607,23,2012-11-23,2012,11
22608,24,2012-11-24,2012,11
22609,25,2012-11-25,2012,11
22610,26,2012-11-26,2012,11
22611,27,2012-11-27,2012,11
22612,28,2012-11-28,2012,11
22613,29,2012-11-29,2012,11
22614,30,2012-11-30,2012,11
22615,01,2012-12-01,2012,12
22616,02,2012-12-02,2012,12
22617,03,2012-12-03,2012,12
22618,04,2012-12-04,2012,12
22619,05,2012-12-05,2012,12
22620,06,2012-12-06,2012,12
22621,07,2012-12-07,2012,12
22622,08,2012-12-08,2012,12
22623,09,2012-12-09,2012,12
22624,10,2012-12-10,2012,12
22625,11,2012-12-11,2012,12
22626,12,2012-12-12,2012,12
22627,13,2012-12-13,2012,12
22628,14,2012-12-14,2012,12
22629,15,2012-12-15,2012,12
22630,16,2012-12-16,2012,12
22631,17,2012-12-17,2012,12
22632,18,2012-12-18,2012,12
22633,19,2012-12-19,2012,12
22634,20,2012-12-20,2012,12
22635,21,2012-12-21,2012,12
22636,22,2012-12-22,2012,12
22637,23,2012-12-23,2012,12
22638,24,2012-12-24,2012,12
22639,25,2012-12-25,2012,12
22640,26,2012-12-26,2012,12
22641,27,2012-12-27,2012,12
22642,28,2012-12-28,2012,12
22643,29,2012-12-29,2012,12
22644,30,2012-12-30,2012,12
22645,31,2012-12-31,2012,12
22646,01,2013-01-01,2013,01
22647,02,2013-01-02,2013,01
22648,03,2013-01-03,2013,01
22649,04,2013-01-04,2013,01
22650,05,2013-01-05,2013,01
22651,06,2013-01-06,2013,01
22652,07,2013-01-07,2013,01
22653,08,2013-01-08,2013,01
22654,09,2013-01-09,2013,01
22655,10,2013-01-10,2013,01
22656,11,2013-01-11,2013,01
22657,12,2013-01-12,2013,01
22658,13,2013-01-13,2013,01
22659,14,2013-01-14,2013,01
22660,15,2013-01-15,2013,01
22661,16,2013-01-16,2013,01
22662,17,2013-01-17,2013,01
22663,18,2013-01-18,2013,01
22664,19,2013-01-19,2013,01
22665,20,2013-01-20,2013,01
22666,21,2013-01-21,2013,01
22667,22,2013-01-22,2013,01
22668,23,2013-01-23,2013,01
22669,24,2013-01-24,2013,01
22670,25,2013-01-25,2013,01
22671,26,2013-01-26,2013,01
22672,27,2013-01-27,2013,01
22673,28,2013-01-28,2013,01
22674,29,2013-01-29,2013,01
22675,30,2013-01-30,2013,01
22676,31,2013-01-31,2013,01
22677,01,2013-02-01,2013,02
22678,02,2013-02-02,2013,02
22679,03,2013-02-03,2013,02
22680,04,2013-02-04,2013,02
22681,05,2013-02-05,2013,02
22682,06,2013-02-06,2013,02
22683,07,2013-02-07,2013,02
22684,08,2013-02-08,2013,02
22685,09,2013-02-09,2013,02
22686,10,2013-02-10,2013,02
22687,11,2013-02-11,2013,02
22688,12,2013-02-12,2013,02
22689,13,2013-02-13,2013,02
22690,14,2013-02-14,2013,02
22691,15,2013-02-15,2013,02
22692,16,2013-02-16,2013,02
22693,17,2013-02-17,2013,02
22694,18,2013-02-18,2013,02
22695,19,2013-02-19,2013,02
22696,20,2013-02-20,2013,02
22697,21,2013-02-21,2013,02
22698,22,2013-02-22,2013,02
22699,23,2013-02-23,2013,02
22700,24,2013-02-24,2013,02
22701,25,2013-02-25,2013,02
22702,26,2013-02-26,2013,02
22703,27,2013-02-27,2013,02
22704,28,2013-02-28,2013,02
22705,01,2013-03-01,2013,03
22706,02,2013-03-02,2013,03
22707,03,2013-03-03,2013,03
22708,04,2013-03-04,2013,03
22709,05,2013-03-05,2013,03
22710,06,2013-03-06,2013,03
22711,07,2013-03-07,2013,03
22712,08,2013-03-08,2013,03
22713,09,2013-03-09,2013,03
22714,10,2013-03-10,2013,03
22715,11,2013-03-11,2013,03
22716,12,2013-03-12,2013,03
22717,13,2013-03-13,2013,03
22718,14,2013-03-14,2013,03
22719,15,2013-03-15,2013,03
22720,16,2013-03-16,2013,03
22721,17,2013-03-17,2013,03
22722,18,2013-03-18,2013,03
22723,19,2013-03-19,2013,03
22724,20,2013-03-20,2013,03
22725,21,2013-03-21,2013,03
22726,22,2013-03-22,2013,03
22727,23,2013-03-23,2013,03
22728,24,2013-03-24,2013,03
22729,25,2013-03-25,2013,03
22730,26,2013-03-26,2013,03
22731,27,2013-03-27,2013,03
22732,28,2013-03-28,2013,03
22733,29,2013-03-29,2013,03
22734,30,2013-03-30,2013,03
22735,31,2013-03-31,2013,03
22736,01,2013-04-01,2013,04
22737,02,2013-04-02,2013,04
22738,03,2013-04-03,2013,04
22739,04,2013-04-04,2013,04
22740,05,2013-04-05,2013,04
22741,06,2013-04-06,2013,04
22742,07,2013-04-07,2013,04
22743,08,2013-04-08,2013,04
22744,09,2013-04-09,2013,04
22745,10,2013-04-10,2013,04
22746,11,2013-04-11,2013,04
22747,12,2013-04-12,2013,04
22748,13,2013-04-13,2013,04
22749,14,2013-04-14,2013,04
22750,15,2013-04-15,2013,04
22751,16,2013-04-16,2013,04
22752,17,2013-04-17,2013,04
22753,18,2013-04-18,2013,04
22754,19,2013-04-19,2013,04
22755,20,2013-04-20,2013,04
22756,21,2013-04-21,2013,04
22757,22,2013-04-22,2013,04
22758,23,2013-04-23,2013,04
22759,24,2013-04-24,2013,04
22760,25,2013-04-25,2013,04
22761,26,2013-04-26,2013,04
22762,27,2013-04-27,2013,04
22763,28,2013-04-28,2013,04
22764,29,2013-04-29,2013,04
22765,30,2013-04-30,2013,04
22766,01,2013-05-01,2013,05
22767,02,2013-05-02,2013,05
22768,03,2013-05-03,2013,05
22769,04,2013-05-04,2013,05
22770,05,2013-05-05,2013,05
22771,06,2013-05-06,2013,05
22772,07,2013-05-07,2013,05
22773,08,2013-05-08,2013,05
22774,09,2013-05-09,2013,05
22775,10,2013-05-10,2013,05
22776,11,2013-05-11,2013,05
22777,12,2013-05-12,2013,05
22778,13,2013-05-13,2013,05
22779,14,2013-05-14,2013,05
22780,15,2013-05-15,2013,05
22781,16,2013-05-16,2013,05
22782,17,2013-05-17,2013,05
22783,18,2013-05-18,2013,05
22784,19,2013-05-19,2013,05
22785,20,2013-05-20,2013,05
22786,21,2013-05-21,2013,05
22787,22,2013-05-22,2013,05
22788,23,2013-05-23,2013,05
22789,24,2013-05-24,2013,05
22790,25,2013-05-25,2013,05
22791,26,2013-05-26,2013,05
22792,27,2013-05-27,2013,05
22793,28,2013-05-28,2013,05
22794,29,2013-05-29,2013,05
22795,30,2013-05-30,2013,05
22796,31,2013-05-31,2013,05
22797,01,2013-06-01,2013,06
22798,02,2013-06-02,2013,06
22799,03,2013-06-03,2013,06
22800,04,2013-06-04,2013,06
22801,05,2013-06-05,2013,06
22802,06,2013-06-06,2013,06
22803,07,2013-06-07,2013,06
22804,08,2013-06-08,2013,06
22805,09,2013-06-09,2013,06
22806,10,2013-06-10,2013,06
22807,11,2013-06-11,2013,06
22808,12,2013-06-12,2013,06
22809,13,2013-06-13,2013,06
22810,14,2013-06-14,2013,06
22811,15,2013-06-15,2013,06
22812,16,2013-06-16,2013,06
22813,17,2013-06-17,2013,06
22814,18,2013-06-18,2013,06
22815,19,2013-06-19,2013,06
22816,20,2013-06-20,2013,06
22817,21,2013-06-21,2013,06
22818,22,2013-06-22,2013,06
22819,23,2013-06-23,2013,06
22820,24,2013-06-24,2013,06
22821,25,2013-06-25,2013,06
22822,26,2013-06-26,2013,06
22823,27,2013-06-27,2013,06
22824,28,2013-06-28,2013,06
22825,29,2013-06-29,2013,06
22826,30,2013-06-30,2013,06
22827,01,2013-07-01,2013,07
22828,02,2013-07-02,2013,07
22829,03,2013-07-03,2013,07
22830,04,2013-07-04,2013,07
22831,05,2013-07-05,2013,07
22832,06,2013-07-06,2013,07
22833,07,2013-07-07,2013,07
22834,08,2013-07-08,2013,07
22835,09,2013-07-09,2013,07
22836,10,2013-07-10,2013,07
22837,11,2013-07-11,2013,07
22838,12,2013-07-12,2013,07
22839,13,2013-07-13,2013,07
22840,14,2013-07-14,2013,07
22841,15,2013-07-15,2013,07
22842,16,2013-07-16,2013,07
22843,17,2013-07-17,2013,07
22844,18,2013-07-18,2013,07
22845,19,2013-07-19,2013,07
22846,20,2013-07-20,2013,07
22847,21,2013-07-21,2013,07
22848,22,2013-07-22,2013,07
22849,23,2013-07-23,2013,07
22850,24,2013-07-24,2013,07
22851,25,2013-07-25,2013,07
22852,26,2013-07-26,2013,07
22853,27,2013-07-27,2013,07
22854,28,2013-07-28,2013,07
22855,29,2013-07-29,2013,07
22856,30,2013-07-30,2013,07
22857,31,2013-07-31,2013,07
22858,01,2013-08-01,2013,08
22859,02,2013-08-02,2013,08
22860,03,2013-08-03,2013,08
22861,04,2013-08-04,2013,08
22862,05,2013-08-05,2013,08
22863,06,2013-08-06,2013,08
22864,07,2013-08-07,2013,08
22865,08,2013-08-08,2013,08
22866,09,2013-08-09,2013,08
22867,10,2013-08-10,2013,08
22868,11,2013-08-11,2013,08
22869,12,2013-08-12,2013,08
22870,13,2013-08-13,2013,08
22871,14,2013-08-14,2013,08
22872,15,2013-08-15,2013,08
22873,16,2013-08-16,2013,08
22874,17,2013-08-17,2013,08
22875,18,2013-08-18,2013,08
22876,19,2013-08-19,2013,08
22877,20,2013-08-20,2013,08
22878,21,2013-08-21,2013,08
22879,22,2013-08-22,2013,08
22880,23,2013-08-23,2013,08
22881,24,2013-08-24,2013,08
22882,25,2013-08-25,2013,08
22883,26,2013-08-26,2013,08
22884,27,2013-08-27,2013,08
22885,28,2013-08-28,2013,08
22886,29,2013-08-29,2013,08
22887,30,2013-08-30,2013,08
22888,31,2013-08-31,2013,08
22889,01,2013-09-01,2013,09
22890,02,2013-09-02,2013,09
22891,03,2013-09-03,2013,09
22892,04,2013-09-04,2013,09
22893,05,2013-09-05,2013,09
22894,06,2013-09-06,2013,09
22895,07,2013-09-07,2013,09
22896,08,2013-09-08,2013,09
22897,09,2013-09-09,2013,09
22898,10,2013-09-10,2013,09
22899,11,2013-09-11,2013,09
22900,12,2013-09-12,2013,09
22901,13,2013-09-13,2013,09
22902,14,2013-09-14,2013,09
22903,15,2013-09-15,2013,09
22904,16,2013-09-16,2013,09
22905,17,2013-09-17,2013,09
22906,18,2013-09-18,2013,09
22907,19,2013-09-19,2013,09
22908,20,2013-09-20,2013,09
22909,21,2013-09-21,2013,09
22910,22,2013-09-22,2013,09
22911,23,2013-09-23,2013,09
22912,24,2013-09-24,2013,09
22913,25,2013-09-25,2013,09
22914,26,2013-09-26,2013,09
22915,27,2013-09-27,2013,09
22916,28,2013-09-28,2013,09
22917,29,2013-09-29,2013,09
22918,30,2013-09-30,2013,09
22919,01,2013-10-01,2013,10
22920,02,2013-10-02,2013,10
22921,03,2013-10-03,2013,10
22922,04,2013-10-04,2013,10
22923,05,2013-10-05,2013,10
22924,06,2013-10-06,2013,10
22925,07,2013-10-07,2013,10
22926,08,2013-10-08,2013,10
22927,09,2013-10-09,2013,10
22928,10,2013-10-10,2013,10
22929,11,2013-10-11,2013,10
22930,12,2013-10-12,2013,10
22931,13,2013-10-13,2013,10
22932,14,2013-10-14,2013,10
22933,15,2013-10-15,2013,10
22934,16,2013-10-16,2013,10
22935,17,2013-10-17,2013,10
22936,18,2013-10-18,2013,10
22937,19,2013-10-19,2013,10
22938,20,2013-10-20,2013,10
22939,21,2013-10-21,2013,10
22940,22,2013-10-22,2013,10
22941,23,2013-10-23,2013,10
22942,24,2013-10-24,2013,10
22943,25,2013-10-25,2013,10
22944,26,2013-10-26,2013,10
22945,27,2013-10-27,2013,10
22946,28,2013-10-28,2013,10
22947,29,2013-10-29,2013,10
22948,30,2013-10-30,2013,10
22949,31,2013-10-31,2013,10
22950,01,2013-11-01,2013,11
22951,02,2013-11-02,2013,11
22952,03,2013-11-03,2013,11
22953,04,2013-11-04,2013,11
22954,05,2013-11-05,2013,11
22955,06,2013-11-06,2013,11
22956,07,2013-11-07,2013,11
22957,08,2013-11-08,2013,11
22958,09,2013-11-09,2013,11
22959,10,2013-11-10,2013,11
22960,11,2013-11-11,2013,11
22961,12,2013-11-12,2013,11
22962,13,2013-11-13,2013,11
22963,14,2013-11-14,2013,11
22964,15,2013-11-15,2013,11
22965,16,2013-11-16,2013,11
22966,17,2013-11-17,2013,11
22967,18,2013-11-18,2013,11
22968,19,2013-11-19,2013,11
22969,20,2013-11-20,2013,11
22970,21,2013-11-21,2013,11
22971,22,2013-11-22,2013,11
22972,23,2013-11-23,2013,11
22973,24,2013-11-24,2013,11
22974,25,2013-11-25,2013,11
22975,26,2013-11-26,2013,11
22976,27,2013-11-27,2013,11
22977,28,2013-11-28,2013,11
22978,29,2013-11-29,2013,11
22979,30,2013-11-30,2013,11
22980,01,2013-12-01,2013,12
22981,02,2013-12-02,2013,12
22982,03,2013-12-03,2013,12
22983,04,2013-12-04,2013,12
22984,05,2013-12-05,2013,12
22985,06,2013-12-06,2013,12
22986,07,2013-12-07,2013,12
22987,08,2013-12-08,2013,12
22988,09,2013-12-09,2013,12
22989,10,2013-12-10,2013,12
22990,11,2013-12-11,2013,12
22991,12,2013-12-12,2013,12
22992,13,2013-12-13,2013,12
22993,14,2013-12-14,2013,12
22994,15,2013-12-15,2013,12
22995,16,2013-12-16,2013,12
22996,17,2013-12-17,2013,12
22997,18,2013-12-18,2013,12
22998,19,2013-12-19,2013,12
22999,20,2013-12-20,2013,12
23000,21,2013-12-21,2013,12
23001,22,2013-12-22,2013,12
23002,23,2013-12-23,2013,12
23003,24,2013-12-24,2013,12
23004,25,2013-12-25,2013,12
23005,26,2013-12-26,2013,12
23006,27,2013-12-27,2013,12
23007,28,2013-12-28,2013,12
23008,29,2013-12-29,2013,12
23009,30,2013-12-30,2013,12
23010,31,2013-12-31,2013,12
23011,01,2014-01-01,2014,01
23012,02,2014-01-02,2014,01
23013,03,2014-01-03,2014,01
23014,04,2014-01-04,2014,01
23015,05,2014-01-05,2014,01
23016,06,2014-01-06,2014,01
23017,07,2014-01-07,2014,01
23018,08,2014-01-08,2014,01
23019,09,2014-01-09,2014,01
23020,10,2014-01-10,2014,01
23021,11,2014-01-11,2014,01
23022,12,2014-01-12,2014,01
23023,13,2014-01-13,2014,01
23024,14,2014-01-14,2014,01
23025,15,2014-01-15,2014,01
23026,16,2014-01-16,2014,01
23027,17,2014-01-17,2014,01
23028,18,2014-01-18,2014,01
23029,19,2014-01-19,2014,01
23030,20,2014-01-20,2014,01
23031,21,2014-01-21,2014,01
23032,22,2014-01-22,2014,01
23033,23,2014-01-23,2014,01
23034,24,2014-01-24,2014,01
23035,25,2014-01-25,2014,01
23036,26,2014-01-26,2014,01
23037,27,2014-01-27,2014,01
23038,28,2014-01-28,2014,01
23039,29,2014-01-29,2014,01
23040,30,2014-01-30,2014,01
23041,31,2014-01-31,2014,01
23042,01,2014-02-01,2014,02
23043,02,2014-02-02,2014,02
23044,03,2014-02-03,2014,02
23045,04,2014-02-04,2014,02
23046,05,2014-02-05,2014,02
23047,06,2014-02-06,2014,02
23048,07,2014-02-07,2014,02
23049,08,2014-02-08,2014,02
23050,09,2014-02-09,2014,02
23051,10,2014-02-10,2014,02
23052,11,2014-02-11,2014,02
23053,12,2014-02-12,2014,02
23054,13,2014-02-13,2014,02
23055,14,2014-02-14,2014,02
23056,15,2014-02-15,2014,02
23057,16,2014-02-16,2014,02
23058,17,2014-02-17,2014,02
23059,18,2014-02-18,2014,02
23060,19,2014-02-19,2014,02
23061,20,2014-02-20,2014,02
23062,21,2014-02-21,2014,02
23063,22,2014-02-22,2014,02
23064,23,2014-02-23,2014,02
23065,24,2014-02-24,2014,02
23066,25,2014-02-25,2014,02
23067,26,2014-02-26,2014,02
23068,27,2014-02-27,2014,02
23069,28,2014-02-28,2014,02
23070,01,2014-03-01,2014,03
23071,02,2014-03-02,2014,03
23072,03,2014-03-03,2014,03
23073,04,2014-03-04,2014,03
23074,05,2014-03-05,2014,03
23075,06,2014-03-06,2014,03
23076,07,2014-03-07,2014,03
23077,08,2014-03-08,2014,03
23078,09,2014-03-09,2014,03
23079,10,2014-03-10,2014,03
23080,11,2014-03-11,2014,03
23081,12,2014-03-12,2014,03
23082,13,2014-03-13,2014,03
23083,14,2014-03-14,2014,03
23084,15,2014-03-15,2014,03
23085,16,2014-03-16,2014,03
23086,17,2014-03-17,2014,03
23087,18,2014-03-18,2014,03
23088,19,2014-03-19,2014,03
23089,20,2014-03-20,2014,03
23090,21,2014-03-21,2014,03
23091,22,2014-03-22,2014,03
23092,23,2014-03-23,2014,03
23093,24,2014-03-24,2014,03
23094,25,2014-03-25,2014,03
23095,26,2014-03-26,2014,03
23096,27,2014-03-27,2014,03
23097,28,2014-03-28,2014,03
23098,29,2014-03-29,2014,03
23099,30,2014-03-30,2014,03
23100,31,2014-03-31,2014,03
23101,01,2014-04-01,2014,04
23102,02,2014-04-02,2014,04
23103,03,2014-04-03,2014,04
23104,04,2014-04-04,2014,04
23105,05,2014-04-05,2014,04
23106,06,2014-04-06,2014,04
23107,07,2014-04-07,2014,04
23108,08,2014-04-08,2014,04
23109,09,2014-04-09,2014,04
23110,10,2014-04-10,2014,04
23111,11,2014-04-11,2014,04
23112,12,2014-04-12,2014,04
23113,13,2014-04-13,2014,04
23114,14,2014-04-14,2014,04
23115,15,2014-04-15,2014,04
23116,16,2014-04-16,2014,04
23117,17,2014-04-17,2014,04
23118,18,2014-04-18,2014,04
23119,19,2014-04-19,2014,04
23120,20,2014-04-20,2014,04
23121,21,2014-04-21,2014,04
23122,22,2014-04-22,2014,04
23123,23,2014-04-23,2014,04
23124,24,2014-04-24,2014,04
23125,25,2014-04-25,2014,04
23126,26,2014-04-26,2014,04
23127,27,2014-04-27,2014,04
23128,28,2014-04-28,2014,04
23129,29,2014-04-29,2014,04
23130,30,2014-04-30,2014,04
23131,01,2014-05-01,2014,05
23132,02,2014-05-02,2014,05
23133,03,2014-05-03,2014,05
23134,04,2014-05-04,2014,05
23135,05,2014-05-05,2014,05
23136,06,2014-05-06,2014,05
23137,07,2014-05-07,2014,05
23138,08,2014-05-08,2014,05
23139,09,2014-05-09,2014,05
23140,10,2014-05-10,2014,05
23141,11,2014-05-11,2014,05
23142,12,2014-05-12,2014,05
23143,13,2014-05-13,2014,05
23144,14,2014-05-14,2014,05
23145,15,2014-05-15,2014,05
23146,16,2014-05-16,2014,05
23147,17,2014-05-17,2014,05
23148,18,2014-05-18,2014,05
23149,19,2014-05-19,2014,05
23150,20,2014-05-20,2014,05
23151,21,2014-05-21,2014,05
23152,22,2014-05-22,2014,05
23153,23,2014-05-23,2014,05
23154,24,2014-05-24,2014,05
23155,25,2014-05-25,2014,05
23156,26,2014-05-26,2014,05
23157,27,2014-05-27,2014,05
23158,28,2014-05-28,2014,05
23159,29,2014-05-29,2014,05
23160,30,2014-05-30,2014,05
23161,31,2014-05-31,2014,05
23162,01,2014-06-01,2014,06
23163,02,2014-06-02,2014,06
23164,03,2014-06-03,2014,06
23165,04,2014-06-04,2014,06
23166,05,2014-06-05,2014,06
23167,06,2014-06-06,2014,06
23168,07,2014-06-07,2014,06
23169,08,2014-06-08,2014,06
23170,09,2014-06-09,2014,06
23171,10,2014-06-10,2014,06
23172,11,2014-06-11,2014,06
23173,12,2014-06-12,2014,06
23174,13,2014-06-13,2014,06
23175,14,2014-06-14,2014,06
23176,15,2014-06-15,2014,06
23177,16,2014-06-16,2014,06
23178,17,2014-06-17,2014,06
23179,18,2014-06-18,2014,06
23180,19,2014-06-19,2014,06
23181,20,2014-06-20,2014,06
23182,21,2014-06-21,2014,06
23183,22,2014-06-22,2014,06
23184,23,2014-06-23,2014,06
23185,24,2014-06-24,2014,06
23186,25,2014-06-25,2014,06
23187,26,2014-06-26,2014,06
23188,27,2014-06-27,2014,06
23189,28,2014-06-28,2014,06
23190,29,2014-06-29,2014,06
23191,30,2014-06-30,2014,06
23192,01,2014-07-01,2014,07
